name,platform,year_of_release
Puyo Pop Fever,GC,2004
Malice,X,2004
Football Manager 2005,PC,2004
Thunder Alley,GBA,2004
Tiger Woods PGA Tour 2005,PC,2004
Duel Masters: Shadow of the Code,GBA,2004
Ultraman Fighting Evolution 3,PS2,2004
Powerdrome,X,2004
Colin McRae Rally 04,PC,2004
Virtua Quest,GC,2004
Wade Hixtons Counter Punch,GBA,2004
Myst IV: Revelation,PC,2004
D-Day,PC,2004
Age of Mythology: Gold Edition,PC,2004
Battle B-Daman,GBA,2004
Pokemon FireRed / LeafGreen Version,GBA,2004
Super Mario 64 DS,DS,2004
Halo 2,XB,2004
Star Wars Battlefront,PS2,2004
Sonic Heroes,PS2,2004
Fable,XB,2004
Counter-Strike: Condition Zero,PC,2004
World Soccer Winning Eleven 7 International,PS2,2004
WWE SmackDown! vs. Raw,PS2,2004
Pokemon Colosseum,GC,2004
Tony Hawk's Underground 2,PS2,2004
Need for Speed Underground 2,XB,2004
Star Wars Battlefront,XB,2004
Hot Shots Golf Fore!,PS2,2004
Madden NFL 2005,XB,2004
ESPN NFL 2K5,XB,2004
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004
Resident Evil Outbreak,PS2,2004
Sonic Heroes,GC,2004
Gran Turismo 4 Prologue,PS2,2004
Star Ocean: Till The End of Time,PS2,2004
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004
Tom Clancy's Ghost Recon 2,XB,2004
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2004
Burnout 3: Takedown,XB,2004
Final Fantasy: Crystal Chronicles,GC,2004
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004
Call of Duty: Finest Hour,XB,2004
Ninja Gaiden,XB,2004
Donkey Konga,GC,2004
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004
Spider-Man 2,XB,2004
Tales of Symphonia,GC,2004
Tom Clancy's Ghost Recon 2,PS2,2004
FIFA Soccer 2005,XB,2004
ESPN NBA 2K5,XB,2004
Sonic Mega Collection Plus,XB,2004
Sonic Heroes,XB,2004
X-Men Legends,XB,2004
NBA Live 2005,XB,2004
Tiger Woods PGA Tour 2005,XB,2004
Tom Clancy's Rainbow Six 3,PS2,2004
Prince of Persia: Warrior Within,XB,2004
Harvest Moon: A Wonderful Life,GC,2004
Driv3r,XB,2004
Mortal Kombat: Deception,XB,2004
That's So Raven,GBA,2004
Tony Hawk's Underground 2,XB,2004
Full Spectrum Warrior,XB,2004
"WarioWare, Inc.: Mega Party Game$",GC,2004
Baldur's Gate: Dark Alliance II,PS2,2004
NCAA Football 2005,XB,2004
Fight Night 2004,XB,2004
Fight Night Round 2004,XB,2004
NFL Street,XB,2004
Disney's Kim Possible 2: Drakken's Demise,GBA,2004
Drakengard,PS2,2004
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004
Spyro: A Hero's Tail,PS2,2004
James Bond 007: Everything or Nothing,XB,2004
Lemony Snicket's A Series of Unfortunate Events,PS2,2004
Shellshock: Nam 67,PS2,2004
Texas Hold 'Em Poker,GBA,2004
Dragon Ball Z: Buu's Fury,GBA,2004
MVP Baseball 2004,XB,2004
Cabela's Big Game Hunter 2005 Adventures,PS2,2004
Yu-Gi-Oh! Reshef of Destruction,GBA,2004
Shrek 2,XB,2004
Red Dead Revolver,XB,2004
The SpongeBob SquarePants Movie,XB,2004
Front Mission 4,PS2,2004
Def Jam: Fight for NY,XB,2004
Greg Hastings' Tournament Paintball,XB,2004
World Championship Poker,XB,2004
NBA Ballers,XB,2004
Dead or Alive Ultimate,XB,2004
Tony Hawk's Underground 2,GC,2004
Tony Hawk's Underground 2,GBA,2004
Power Rangers: Dino Thunder,GBA,2004
GoldenEye: Rogue Agent,XB,2004
NFL Street 2,XB,2004
NASCAR 2005: Chase for the Cup,XB,2004
The Chronicles of Riddick: Escape From Butcher Bay,XB,2004
MX Unleashed,XB,2004
Naruto: Gekitou Ninja Taisen! 3,GC,2004
Dog's Life,PS2,2004
ESPN NHL 2K5,XB,2004
Lemony Snicket's A Series of Unfortunate Events,GBA,2004
Dance Dance Revolution Ultramix 2,XB,2004
Lord of the Rings: The Third Age,XB,2004
Jampack Volume 10,PS2,2004
RalliSport Challenge 2,XB,2004
Shin Megami Tensei: Nocturne,PS2,2004
ESPN College Hoops 2K5,XB,2004
Disney's Lilo & Stitch 2: Hamsterveil Havoc,GBA,2004
Cabela's Deer Hunt 2005 Season,PS2,2004
MechAssault 2: Lone Wolf,XB,2004
J-League Pro Soccer Club o Tsukurou '04,PS2,2004
Hitman: Contracts,XB,2004
The Urbz: Sims in the City,XB,2004
Way of the Samurai 2,PS2,2004
Final Fantasy XI: Online,PS2,2004
Kingdom Under Fire: The Crusaders,XB,2004
Yu-Gi-Oh! The Dawn of Destiny,XB,2004
Midway Arcade Treasures 2,XB,2004
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2004
Sonic Adventure DX: Director's Cut,PC,2004
Duel Masters: Sempai Legends,GBA,2004
Spyro: A Hero's Tail,GC,2004
NCAA March Madness 2005,XB,2004
Pokemon Box: Ruby and Sapphire,GC,2004
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2004
Lemony Snicket's A Series of Unfortunate Events,GC,2004
Baldur's Gate: Dark Alliance II,XB,2004
Men of Valor,XB,2004
Atari Anthology,XB,2004
Star Wars Battlefront,PC,2004
SRS: Street Racing Syndicate,XB,2004
XS Airboat Racing,PS,2004
Mafia,XB,2004
Bicycle Casino 2005,XB,2004
Conflict: Vietnam,XB,2004
The Suffering,XB,2004
ShellShock: Nam '67,XB,2004
Crash 'N' Burn,PS2,2004
The Bard's Tale,PS2,2004
Tenchu: Return From Darkness,XB,2004
Maximo vs Army of Zin,PS2,2004
Unreal II: The Awakening,XB,2004
Outlaw Golf 2,XB,2004
Shark Tale,XB,2004
Manhunt,XB,2004
Sudeki,XB,2004
Harry Potter and the Prisoner of Azkaban,XB,2004
The Adventures of Jimmy Neutron Boy Genius: Game Boy Advance Video Volume 1,GBA,2004
R-Type Final,PS2,2004
La Pucelle: Tactics,PS2,2004
Fight Club,PS2,2004
.hack//Quarantine Part 4: The Final Chapter,PS2,2004
Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004
Bad Boys: Miami Takedown,XB,2004
Cabela's Big Game Hunter 2005 Adventures,XB,2004
Silent Hill 4: The Room,XB,2004
EyeToy: Groove,PS2,2004
Gish,PC,2004
Psi-Ops: The Mindgate Conspiracy,XB,2004
Thief: Deadly Shadows,XB,2004
Mahjong Fight Club,PSP,2004
Pokemon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004
Leisure Suit Larry: Magna Cum Laude,XB,2004
Star Ocean: Till the End of Time Director's Cut,PS2,2004
Rapala Pro Fishing,XB,2004
F-Zero: GP Legend,GBA,2004
NHL 2005,XB,2004
Blinx 2: Masters of Time & Space,XB,2004
American Chopper,XB,2004
Army Men: Sarge's War,GC,2004
Zoids: Battle Legends,GC,2004
Shadow Ops: Red Mercury,XB,2004
Pokemon: Johto Photo Finish: Game Boy Advance Video,GBA,2004
BloodRayne 2,XB,2004
Scooby-Doo! Mystery Mayhem,XB,2004
All-Star Baseball 2005,XB,2004
Crash: Twinsanity,XB,2004
Guilty Gear X2 #Reload,XB,2004
OutRun 2,XB,2004
Shonen Jump's Shaman King: Master of Spirits,GBA,2004
Spyro: A Hero's Tail,XB,2004
Godzilla: Save the Earth,XB,2004
ESPN MLB Baseball,XB,2004
Tak 2: The Staff of Dreams,XB,2004
Chessmaster,XB,2004
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004
Pokemon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004
High Rollers Casino,XB,2004
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004
Worms 3D,PS2,2004
Lemony Snicket's A Series of Unfortunate Events,XB,2004
Breakdown,XB,2004
Showdown: Legends of Wrestling,XB,2004
Ultimate Card Games,GBA,2004
Onimusha: Blade Warriors,PS2,2004
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004
Nightshade,PS2,2004
CSI: Crime Scene Investigation,XB,2004
Cabela's Deer Hunt 2005 Season,XB,2004
Dead Man's Hand,XB,2004
LEGO Knights' Kingdom,GBA,2004
Army Men: Sarge's War,XB,2004
Growlanser Generations,PS2,2004
Mega Man Battle Chip Challenge,GBA,2004
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004
Starsky & Hutch,GC,2004
Fight Club,XB,2004
Metal Slug 3,XB,2004
Bujingai: The Forsaken City,PS2,2004
Colin McRae Rally 04,XB,2004
Hot Wheels: Stunt Track Challenge,XB,2004
SVC Chaos: SNK vs. Capcom,XB,2004
The Bard's Tale,XB,2004
Silent Scope Complete,XB,2004
Tom Clancy's Classic Trilogy,XB,2004
Rocky: Legends,XB,2004
MTX Mototrax,XB,2004
Crash 'N' Burn,XB,2004
Ribbit King,PS2,2004
Trivial Pursuit unhinged,XB,2004
Yourself Fitness,XB,2004
Ghosthunter,PS2,2004
Astro Boy: Omega Factor,GBA,2004
Test Drive: Eve of Destruction,XB,2004
MLB SlugFest Loaded,XB,2004
Karaoke Revolution,XB,2004
Forgotten Realms: Demon Stone,XB,2004
Sega GT Online,XB,2004
Zoids: Legacy,GBA,2004
Bomberman Jetters,GC,2004
Shining Soul II,GBA,2004
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004
Indycar Series 2005,XB,2004
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2004
The Dukes of Hazzard: Return of the General Lee,XB,2004
Vietcong: Purple Haze,XB,2004
Pinball Hall of Fame: The Gottlieb Collection,XB,2004
MTV Music Generator 3: This Is the Remix,XB,2004
Archer Maclean's 3D Pool,GBA,2004
Pitfall: The Lost Expedition,GBA,2004
Romance of the Three Kingdoms IX,PS2,2004
Second Sight,XB,2004
Samurai Warriors,XB,2004
The Guy Game,XB,2004
Pitfall: The Lost Expedition,XB,2004
Lifeline,PS2,2004
Cabela's Big Game Hunter 2005 Adventures,GC,2004
Worms 3D,GC,2004
Wings of War,XB,2004
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004
Monster Garage,XB,2004
Bubble Bobble: Old & New,GBA,2004
Terminator 3: The Redemption,XB,2004
IHRA Professional Drag Racing 2005,XB,2004
Exhibition Volume 5,XB,2004
Tron 2.0: Killer App,XB,2004
Catwoman,XB,2004
A-Train 6,PS2,2004
Tom Clancy's Rainbow Six 3,GC,2004
Cabela's Big Game Hunter 2005 Adventures,GBA,2004
Phantasy Star Online Episode I & II Plus,GC,2004
Carve,XB,2004
UEFA Euro 2004: Portugal,XB,2004
Sitting Ducks,PS2,2004
King Arthur,XB,2004
Power Drome,PS2,2004
Otogi 2: Immortal Warriors,XB,2004
Fallout: Brotherhood of Steel,XB,2004
Ultra Bust-A-Move,XB,2004
Monster! Bass Fishing,GBA,2004
Alias,XB,2004
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004
Colin McRae Rally 2005,XB,2004
Ribbit King,GC,2004
Robotech: Invasion,XB,2004
Intellivision Lives!,XB,2004
Wrath Unleashed,XB,2004
Yager,XB,2004
Trigger Man,XB,2004
TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,XB,2004
Spy Fiction,PS2,2004
Strike Force Bowling,XB,2004
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004
Scaler,XB,2004
Star Trek: Shattered Universe,XB,2004
Pure Pinball,XB,2004
Stadium Games,GBA,2004
FunkMaster Flex's Digital Hitz Factory,PS2,2004
CT Special Forces,GBA,2004
GunGriffon: Allied Strike,XB,2004
Sitting Ducks,GBA,2004
Galleon: Islands of Mystery,XB,2004
Disney's Aladdin,GBA,2004
Future Tactics: The Uprising,XB,2004
Syberia II,XB,2004
Demon Driver: Time to Burn Rubber!,GBA,2004
Baldur's Gate: Dark Alliance,GBA,2004
Room Zoom: Race for Impact,XB,2004
Road Trip: The Arcade Edition,GC,2004
Steel Battalion: Line of Contact,XB,2004
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004
Pro Fishing Challenge,XB,2004
Knight's Apprentice: Memorick's Adventures,XB,2004
Headhunter: Redemption,XB,2004
Digimon Rumble Arena 2,XB,2004
Exhibition Volume 6,XB,2004
Dragon Tales: Dragon Adventures,GBA,2004
Choro Q,PS2,2004
Technic Beat,PS2,2004
Road Trip: Shifting Gears,GBA,2004
Malice,XB,2004
CT Special Forces 2: Back in the Trenches,GBA,2004
Powerdrome,XB,2004
Wade Hixton's Counter Punch,GBA,2004
Space Raiders,GC,2004
Auto Modellista,XB,2004
FirePower for Microsoft Combat Flight Simulator 3,PC,2004
Nintendogs,DS,2005
Mario Kart DS,DS,2005
Brain Age: Train Your Brain in Minutes a Day,DS,2005
Brain Age 2: More Training in Minutes a Day,DS,2005
Animal Crossing: Wild World,DS,2005
Grand Theft Auto: Liberty City Stories,PSP,2005
Big Brain Academy,DS,2005
Madden NFL 06,PS2,2005
God of War,PS2,2005
Need for Speed: Most Wanted,PS2,2005
Kingdom Hearts II,PS2,2005
FIFA Soccer 06,PS2,2005
World Soccer Winning Eleven 9,PS2,2005
Namco Museum: 50th Anniversary,PS2,2005
Tekken 5,PS2,2005
Midnight Club 3: DUB Edition,PSP,2005
Resident Evil 4,PS2,2005
Star Wars: Battlefront II,PS2,2005
LEGO Star Wars: The Video Game,PS2,2005
Star Wars Episode III: Revenge of the Sith,PS2,2005
Sonic Rush,DS,2005
wwe Smackdown vs. Raw 2006,PS2,2005
WWE SmackDown! vs. RAW 2006,PS2,2005
Call Of Duty 2: Big Red One,PS2,2005
Guitar Hero,PS2,2005
Devil May Cry 3: Dantes Awakening,PS2,2005
Need for Speed: Most Wanted 5-1-0,PSP,2005
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005
Call of Duty 2,X360,2005
Peter Jacksons King Kong: The Official Game of the Movie,PS2,2005
Pok\xc3\xa9mon Mystery Dungeon: Blue Rescue Team,DS,2005
Grand Theft Auto: San Andreas,X,2005
Medal of Honor: European Assault (All Region sales),PS2,2005
Madden NFL 06,X,2005
NCAA Football 06,PS2,2005
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005
50 Cent: Bulletproof,PS2,2005
SOCOM 3: U.S. Navy SEALs,PS2,2005
Resident Evil 4,GC,2005
Star Wars: Battlefront II,X,2005
Dragon Ball Z: Budokai Tenkaichi,PS2,2005
NBA Live 06 (All region sales),PS2,2005
Tony Hawks American Wasteland (Old all region sales),PS2,2005
Super Mario Strikers,GC,2005
Buzz! The Music Quiz,PS2,2005
Dollar Dash,PS2,2005
Mario Party 7,GC,2005
MVP Baseball 2005,PS2,2005
Major League Baseball 2K5,PS2,2005
Mario Superstar Baseball,GC,2005
Tony Hawks American Wasteland (Weekly american sales),PS2,2005
NBA Live 06 (Weekly american sales),PS2,2005
LEGO Star Wars: The Video Game,GC,2005
Dynasty Warriors 5,PS2,2005
The Sims 2,PSP,2005
Doom 3,X,2005
Monster Hunter Freedom,PSP,2005
Need for Speed Underground Rivals,PSP,2005
Madagascar,PS2,2005
SingStar 80s,PS2,2005
Mario & Luigi: Partners in Time,DS,2005
Midnight Club 3: DUB Edition (America weekly sales),PS2,2005
The Sims 2: Nightlife,PC,2005
Tamagotchi Connection: Corner Shop,DS,2005
Need for Speed: Most Wanted,X360,2005
Pokemon XD: Gale of Darkness,GC,2005
Ratchet: Deadlocked,PS2,2005
Star Wars Episode III: Revenge of the Sith,X,2005
Star Wars: Battlefront II,PSP,2005
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005
Gun,PS2,2005
LEGO Star Wars: The Video Game,X,2005
Shadow of the Colossus,PS2,2005
Dance Dance Revolution Extreme 2,PS2,2005
LEGO Star Wars: The Video Game,GBA,2005
Royal Palace of White Sword and The City of Gentiles,PS2,2005
Pok\xc3\xa9mon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005
Call Of Duty 2: Big Red One,X,2005
Tom Clancys Splinter Cell: Chaos Theory,X,2005
Untold Legends: Brotherhood of the Blade,PSP,2005
Namco Museum Battle Collection,PSP,2005
Star Fox: Assault,GC,2005
SoulCalibur III,PS2,2005
World Tour Soccer,PSP,2005
NBA Street V3,PS2,2005
Forza Motorsport,X,2005
Need for Speed: Most Wanted,X,2005
MX vs. ATV Unleashed,PS2,2005
WipEout Pure,PSP,2005
Super Princess Peach,DS,2005
Shadow The Hedgehog,GC,2005
Mario Party Advance,GBA,2005
Zoo Tycoon DS,DS,2005
NCAA Football 06,X,2005
Grand Theft Auto: San Andreas,PC,2005
Tom Clancys Splinter Cell: Chaos Theory,PS2,2005
Destroy All Humans!,PS2,2005
MVP Baseball 2005,X,2005
The Sims 2,DS,2005
Bentleys Hackpack,GBA,2005
Phoenix Wright: Ace Attorney,DS,2005
Burnout Revenge,PS2,2005
Madagascar,GBA,2005
Blitz: The League,PS2,2005
Tiger Woods PGA Tour 06,PS2,2005
NBA 2K6,PS2,2005
Fight Night Round 2,PS2,2005
Rogue Galaxy,PS2,2005
Burnout Legends,PSP,2005
Sly 3: Honor Among Thieves,PS2,2005
Tony Hawks Underground 2 Remix,PSP,2005
MediEvil: Resurrection,PSP,2005
The Sims 2,PS2,2005
Yakuza,PS2,2005
Perfect Dark Zero,X360,2005
Marvel Nemesis: Rise of the Imperfects,PS2,2005
Donkey Kong Country 3,GBA,2005
Twisted Metal: Head On,PSP,2005
Mercenaries: Playground of Destruction,PS2,2005
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005
True Crime: New York City,PS2,2005
Super Monkey Ball: Touch & Roll,DS,2005
Madden NFL 06,PSP,2005
Coded Arms,PSP,2005
Midnight Club 3: DUB Edition,X,2005
Star Wars Episode III: Revenge of the Sith,GBA,2005
Ultimate Spider-Man,PS2,2005
Kouchuu Ouja Mushi King,GBA,2005
Kirby: Canvas Curse,DS,2005
Conker: Live And Reloaded,X,2005
Doom 3: Resurrection of Evil,X,2005
Spider-Man 2,PSP,2005
Jade Empire,X,2005
Ape Escape: On the Loose,PSP,2005
Disney's Chicken Little,GBA,2005
Halo 2 Multiplayer Map Pack,X,2005
Mortal Kombat: Shaolin Monks,PS2,2005
Prince of Persia: The Two Thrones,PS2,2005
Mercenaries: Playground of Destruction,X,2005
FIFA Soccer 06,X,2005
Star Wars: Republic Commando,X,2005
Virtua Tennis: World Tour (US & Others sales),PSP,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,2005
Madagascar,GC,2005
Brothers In Arms: Road to Hill 30,X,2005
Radiata Stories,PS2,2005
Disney's Chicken Little,PS2,2005
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005
Champions: Return to Arms,PS2,2005
Harry Potter and the Goblet of Fire,PS2,2005
NBA Live 06,X,2005
Jampack Volume 13 (RP-T),PS2,2005
X-Men Legends II: Rise of Apocalypse,PS2,2005
NASCAR 06: Total Team Control,PS2,2005
Tony Hawks American Wasteland,X,2005
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005
Half-Life 2,X,2005
Final Fantasy IV Advance,GBA,2005
Harry Potter and the Goblet of Fire,GBA,2005
Shadow The Hedgehog,PS2,2005
Fight Night Round 2,X,2005
PGR3 - Project Gotham Racing 3,X360,2005
Dai-3-Ji Super Robot Taisen \xce\xb1: Shuuen no Ginga e,PS2,2005
Pokemon Trozei!,DS,2005
Madden NFL 06,X360,2005
Romancing SaGa,PS2,2005
Prince of Persia: The Two Thrones,X,2005
NHL 06,PS2,2005
Far Cry Instincts,X,2005
ATV Offroad Fury: Blazin Trails,PSP,2005
Tales of the Abyss,PS2,2005
Madden NFL 06,GC,2005
Dynasty Warriors 5: Xtreme Legends,PS2,2005
Battlefield 2: Modern Combat,X,2005
Need for Speed: Most Wanted,GC,2005
Batman Begins,PS2,2005
Major League Baseball 2K5,X,2005
Archer Macleans Mercury,PSP,2005
Metal Gear Solid 3: Subsistence,PS2,2005
Jump Super Stars,DS,2005
Jak X: Combat Racing,PS2,2005
Crash Tag Team Racing,PS2,2005
Fire Emblem: Path of Radiance,GC,2005
The Incredible Hulk: Ultimate Destruction,PS2,2005
NCAA March Madness 06,PS2,2005
Peter Jacksons King Kong: The Official Game of the Movie,X,2005
Burnout Revenge,X,2005
Medal of Honor: European Assault,X,2005
NBA 06,PS2,2005
Juiced,PS2,2005
The Warriors,PS2,2005
Mario Tennis: Power Tour,GBA,2005
We Love Katamari,PS2,2005
Gun,X,2005
Thats So Raven 2: Supernatural Style,GBA,2005
The Punisher,PS2,2005
SSX On Tour,PS2,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005
Capcom Classics Collection,PS2,2005
Shrek SuperSlam,PS2,2005
Fantastic 4,PS2,2005
Dragon Ball Z: Supersonic Warriors 2,DS,2005
The Matrix: Path of Neo,PS2,2005
Grandia III,PS2,2005
Tales of Legendia,PS2,2005
Madagascar: Operation Penguin,GBA,2005
Tiger Woods PGA Tour 06,X,2005
L.A. Rush,PS2,2005
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005
World Series of Poker,PS2,2005
Kong: The 8th Wonder of the World,GBA,2005
Dead or Alive 4,X360,2005
Dance Dance Revolution: Mario Mix,GC,2005
Destroy All Humans!,X,2005
Disney's Kim Possible 3: Team Possible,GBA,2005
Brothers In Arms: Earned in Blood,PS2,2005
Dragon Ball Z: Sagas,PS2,2005
Brothers In Arms: Road to Hill 30,PS2,2005
Delta Force: Black Hawk Down,PS2,2005
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005
Jikkyou Powerful Pro Yakyuu 12,PS2,2005
Area 51,PS2,2005
Harvest Moon DS (US sales),DS,2005
WWE WrestleMania 21,X,2005
Jampack Volume 13 (RP-M),PS2,2005
World Soccer Winning Eleven 9,X,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005
X-Men Legends II: Rise of Apocalypse,X,2005
Battlefield 2: Modern Combat,PS2,2005
50 Cent: Bulletproof,X,2005
Dragon Quest Heroes: Rocket Slime,DS,2005
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005
Naruto: Ultimate Ninja 3,PS2,2005
Mobile Suit Gundam: One Year War,PS2,2005
Flight Control Rocket,GBA,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005
Castlevania: Dawn of Sorrow,DS,2005
SEGA Classics Collection,PS2,2005
NHL 2K6,PS2,2005
Tony Hawks American Wasteland,GC,2005
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005
NBA Live 06,PSP,2005
Harry Potter and the Goblet of Fire,GC,2005
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005
Castlevania: Curse of Darkness,PS2,2005
Condemned: Criminal Origins,X360,2005
Tom Clancys Rainbow Six: Lockdown,X,2005
Nicktoons: Unite!,PS2,2005
"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005
From Russia With Love,PS2,2005
Gauntlet: Seven Sorrows,PS2,2005
The Incredibles: Rise of the Underminer,GBA,2005
Battalion Wars,GC,2005
MLB 2006,PS2,2005
MX vs. ATV Unleashed,X,2005
WWE SmackDown! vs. RAW 2006,PSP,2005
Suzuki TT Superbikes,PS2,2005
Ultimate Spider-Man,X,2005
Chibi-Robo! Plug into Adventure!,GC,2005
Cabelas Dangerous Hunts 2,PS2,2005
The Sims 2,GBA,2005
Advance Wars: Dual Strike,DS,2005
Tom Clancys Ghost Recon 2: Summit Strike,X,2005
The Cat in the Hat,GBA,2005
Yoshi Touch & Go,DS,2005
Marvel Nemesis: Rise of the Imperfects,GC,2005
Bratz: Rock Angelz,PS2,2005
Age of Empires III,PC,2005
Dance Dance Revolution Ultramix 3,X,2005
Ultimate Spider-Man,GC,2005
Quake 4,X360,2005
NFL Street 2 Unleashed,PSP,2005
Robots,PS2,2005
NARC,PS2,2005
The Incredibles: Rise of the Underminer,PS2,2005
NBA 2K6,X,2005
Naruto: Ultimate Ninja 3 (JP sales),PS2,2005
Backyard Baseball 2006,GBA,2005
Trauma Center: Under the Knife,DS,2005
Cabelas Outdoor Adventures (2006),PS2,2005
Nicktoons: Unite!,GC,2005
Tom Clancys Rainbow Six: Lockdown,PS2,2005
Charlie and the Chocolate Factory,PS2,2005
Risk / Battleship / Clue,GBA,2005
WWE Day of Reckoning 2,GC,2005
SpongeBob SquarePants: The Yellow Avenger,DS,2005
Herbie: Fully Loaded,GBA,2005
Kameo: Elements of Power,X360,2005
Delta Force: Black Hawk Down,X,2005
World Championship Poker 2: Featuring Howard Lederer,PS2,2005
The Sims 2,GC,2005
Shrek SuperSlam,GBA,2005
Call Of Duty 2: Big Red One,GC,2005
NeoGeo Battle Coliseum,PS2,2005
Naruto: Gekito Ninja Taisen! 4,GC,2005
MVP Baseball 2005,GC,2005
NBA Live 06,GC,2005
Dr. Mario / Puzzle League,GBA,2005
NBA Street V3,X,2005
Darkwatch,PS2,2005
Tony Hawks American Wasteland,X360,2005
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005
SpongeBob SquarePants: Double Pack,GBA,2005
Marvel Nemesis: Rise of the Imperfects,PSP,2005
FIFA Street,PS2,2005
The Matrix: Path of Neo,X,2005
Mortal Kombat: Shaolin Monks,X,2005
Brothers In Arms: Earned in Blood,X,2005
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005
Mega Man Maverick Hunter X,PSP,2005
Jampack Volume 12,PS2,2005
Tiger Woods PGA Tour 06,X360,2005
Star Wars Episode III: Revenge of the Sith,DS,2005
Ultimate Spider-Man,GBA,2005
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005
Karaoke Revolution Party,PS2,2005
Lizzie McGuire 3: Homecoming Havoc,GBA,2005
Charlie and the Chocolate Factory,GBA,2005
Neopets: The Darkest Faerie,PS2,2005
Madagascar,DS,2005
Full Spectrum Warrior,PS2,2005
NBA Street V3,GC,2005
NBA Live 06,X360,2005
Need for Speed: Most Wanted,PC,2005
Area 51,X,2005
Ford Mustang: The Legend Lives,PS2,2005
X-Men Legends II: Rise of Apocalypse,PSP,2005
Trace Memory,DS,2005
Heroes of the Pacific,PS2,2005
The Punisher,X,2005
"Sakura Wars: So Long, My Love",PS2,2005
Harvest Moon DS Cute (US sales),DS,2005
Dragon Ball GT: Transformation,GBA,2005
The Warriors,X,2005
Fantastic 4: Flame On,GBA,2005
Marvel Nemesis: Rise of the Imperfects,X,2005
Unreal Championship 2: The Liandri Conflict,X,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,2005
Madagascar,X,2005
True Crime: New York City,X,2005
Pac-Pix,DS,2005
Disney's Chicken Little,GC,2005
NASCAR 06: Total Team Control,X,2005
Shadow of Rome,PS2,2005
Gun,X360,2005
Fantastic 4,X,2005
Connect Four / Perfection / Trouble,GBA,2005
InuYasha: Feudal Combat,PS2,2005
Need for Speed: Most Wanted,DS,2005
Tales of Eternia,PSP,2005
Need for Speed: Most Wanted,GBA,2005
A.C.E.: Another Centurys Episode,PS2,2005
Oddworld: Strangers Wrath,X,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",X,2005
Rayman DS,DS,2005
Peter Jacksons King Kong: The Official Game of the Movie,X360,2005
Metroid Prime Pinball,DS,2005
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005
World Series of Poker,X,2005
College Hoops 2K6,PS2,2005
Medal of Honor European Assault,GC,2005
