name,platform,year_of_release
Wasteland 2,PC,2015
NBA 2K16,PC,2015
God Eater 2: Rage Burst,PS4,2015
Resident Evil: Revelations 2,XOne,2015
Samurai Warriors 4: Empires,PS4,2015
Taiko no Tatsujin: V Version,PSV,2015
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015
Ride,XOne,2015
Pro Evolution Soccer 2016,X360,2015
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015
Sword Art Online: Lost Song,PS3,2015
Shovel Knight,WiiU,2015
Adventure Time: Finn & Jake Investigations,PS4,2015
Adventure Time: Finn & Jake Investigations,PS3,2015
Pokemon Rumble World,3DS,2015
The Crew: Wild Run,PS4,2015
Ultra Street Fighter IV,PS4,2015
The Witch and the Hundred Knight,PS4,2015
Arslan: The Warriors of Legend,PS4,2015
Adventure Time: Finn & Jake Investigations,3DS,2015
Rugby 15,PS3,2015
Adventure Time: Finn & Jake Investigations,X360,2015
Devil May Cry 4,PS4,2015
SpongeBob: HeroPants,X360,2015
WRC 5: FIA World Rally Championship,PS3,2015
Wolfenstein: The Old Blood,PC,2015
Dead or Alive 5,XOne,2015
Romance of the Three Kingdoms 13,PS4,2015
Shovel Knight,PS4,2015
Transformers: Devastation,PS3,2015
Might & Magic Heroes VII,PC,2015
Kurokos Basketball: Ties to Future,3DS,2015
Sengoku Basara 4: Sumeragi,PS3,2015
Rugby 15,XOne,2015
Assassins Creed: Rogue,PC,2015
The Seven Deadly Sins: Unjust Sin,3DS,2015
Divinity: Original Sin,XOne,2015
Grand Kingdom,PS4,2015
God Eater Resurrection,PS4,2015
Fairy Fencer F: Advent Dark Force,PS4,2015
Transformers: Devastation,X360,2015
Just Dance: Disney Party 2,WiiU,2015
Toy Soldiers: War Chest,PS4,2015
Uta no Prince-Sama: All Star After Secret,PSP,2015
NHL Legacy,X360,2015
Metal Gear Solid V: The Phantom Pain,PC,2015
Grand Ages: Medieval,PS4,2015
Dragons Dogma Online,PS4,2015
Aikatsu! My No.1 Stage!,3DS,2015
Yoru no Nai Kuni,PS4,2015
Yoru no Nai Kuni,PSV,2015
Kenka Banchou 6: Soul & Blood,3DS,2015
Utawarerumono: Itsuwari no Kamen,PSV,2015
Just Dance: Disney Party 2,XOne,2015
Resident Evil: Revelations 2,X360,2015
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015
Tony Hawks Pro Skater 5,X360,2015
Legend of Kay,PS4,2015
Grand Kingdom,PSV,2015
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015
IA/VT Colorful,PSV,2015
BlazBlue: Chrono Phantasma Extend,XOne,2015
Lost Heroes 2,3DS,2015
Nights of Azure,PS4,2015
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015
Darksiders II,XOne,2015
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015
Exist Archive: The Other Side of the Sky,PSV,2015
The Book of Unwritten Tales 2,PS4,2015
Mario vs. Donkey Kong: Tipping Stars,3DS,2015
Criminal Girls 2,PSV,2015
Just Dance: Disney Party 2,X360,2015
Broken Sword 5: The Serpents Curse,PS4,2015
Toy Soldiers: War Chest,XOne,2015
Devils Third,WiiU,2015
Tony Hawks Pro Skater 5,PS3,2015
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015
Genkai Tokki: Moero Crystal,PSV,2015
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015
Risen 3: Titan Lords,PS4,2015
Utawarerumono: Itsuwari no Kamen,PS4,2015
Adventure Time: Finn & Jake Investigations,XOne,2015
Miracle Girls Festival,PSV,2015
Samurai Warriors 4: Empires,PS3,2015
Samurai Warriors 4: Empires,PSV,2015
Bladestorm: Nightmare,XOne,2015
Legend of Kay,WiiU,2015
F1 2015,PC,2015
Chaos;Child,PSV,2015
Wasteland 2,XOne,2015
MX vs. ATV Supercross Encore,PS4,2015
Saki: Zenkoku-hen,PSV,2015
MotoGP 15,PS3,2015
Rugby World Cup 2015,PS4,2015
Rugby World Cup 2015,PS3,2015
Adventure Time: Finn & Jake Investigations,WiiU,2015
Handball 16,PS4,2015
Omega Labyrinth,PSV,2015
NHL Legacy,PS3,2015
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015
Shantae and the Pirates Curse,3DS,2015
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015
New Prince of Tennis: Go to the Top,3DS,2015
Gal Gun: Double Peace,PSV,2015
Game of Thrones (Telltale),PS4,2015
Luminous Arc Infinity,PSV,2015
Samurai Warriors 4-II,PSV,2015
Monster High: New Ghoul in School,3DS,2015
To Heart 2: Dungeon Travelers,PSV,2015
Goosebumps: The Game,3DS,2015
Arcania: Gothic 4,PS4,2015
WRC 5: FIA World Rally Championship,PS4,2015
Sword Art Online: Game Directors Edition,PS4,2015
Mortal Kombat X,PC,2015
Steins;Gate 0,PS4,2015
Ride,PS3,2015
Grand Ages: Medieval,PC,2015
Utawarerumono: Itsuwari no Kamen,PS3,2015
Tokyo Ghoul: Jail,PSV,2015
Sengoku Basara 4: Sumeragi,PS4,2015
Arslan: The Warriors of Legend,PS3,2015
Saints Row: Gat out of Hell,PS4,2015
Yoru no Nai Kuni,PS3,2015
Brothers: A Tale of Two Sons,XOne,2015
Rodea the Sky Soldier,3DS,2015
Civilization Beyond Earth: Rising Tide,PC,2015
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015
Romance of the Three Kingdoms 13,PS3,2015
MX vs. ATV Supercross Encore,XOne,2015
Saint Seiya: Soldiers Soul,PS3,2015
World Trigger: Borderless Mission,PSV,2015
Yowamushi Pedal,3DS,2015
Stranger of Sword City,PSV,2015
Pro Evolution Soccer 2016,PC,2015
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015
Exist Archive: The Other Side of the Sky,PS4,2015
SpongeBob: HeroPants,3DS,2015
Legend of Kay Anniversary,PS4,2015
Monster High: New Ghoul in School,PS3,2015
Lets Sing 2016,PS4,2015
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015
Corpse Party: Blood Covered - Repeated Fear,3DS,2015
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015
BlazBlue: Chrono Phantasma Extend,PS3,2015
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015
Ray Gigant,PSV,2015
Nobunagas Ambition II,3DS,2015
Hyperdimension Neptunia Victory II,PS4,2015
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015
The Sims 4: Spa Day,PC,2015
Game of Thrones (Telltale),PS3,2015
Medabots 9: Metabee / Rokusho,3DS,2015
Langrisser: Re:Incarnation Tensei,3DS,2015
Don Bradman Cricket 14,XOne,2015
LEGO Jurassic World,PC,2015
Famicom Remix Best Choice,3DS,2015
Train Simulator 2016,PC,2015
Game of Thrones (Telltale),X360,2015
Game of Thrones (Telltale),XOne,2015
Assassins Creed Chronicles: China,PS4,2015
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015
The Talos Principle,PS4,2015
Diabolik Lovers: Dark Fate,PSV,2015
Dragons Dogma Online,PS3,2015
MLB 15: The Show,PSV,2015
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015
Ukiyo no Shishi,PS3,2015
Airship Q,PSV,2015
YoKai Watch Dance: Just Dance Special Version,WiiU,2015
JoJos Bizarre Adventure: Eyes of Heaven,PS4,2015
Renai Revenge,PSV,2015
Paddington: Adventures in London,3DS,2015
Alias Carnival! Sacrament,PSV,2015
Bad Apple Wars,PSV,2015
Hakuoki Zuisouroku Omokage Hana,PSV,2015
Barbie and Her Sisters Puppy Rescue,Wii,2015
A Good Librarian Like a Good Shepherd: Library Party,PSV,2015
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015
Rugby 15,PSV,2015
JoJos Bizarre Adventure: Eyes of Heaven,PS3,2015
Looney Tunes: Galactic Sports,PSV,2015
Barbie and Her Sisters Puppy Rescue,3DS,2015
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015
Ebikore Photo Kano Kiss ,PSV,2015
Rugby World Cup 2015,X360,2015
Romance of the Three Kingdoms II,3DS,2015
WRC 5: FIA World Rally Championship,PSV,2015
Transformers: Devastation,PC,2015
MotoGP 15,XOne,2015
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015
Rugby League Live 3,X360,2015
OZMAFIA!! -vivace-,PSV,2015
New Tokyo Legacy: Operation Babel,PSV,2015
Higurashi no Naku Koro ni Iki,PSV,2015
Rugby 15,X360,2015
Gudetama: Hanjuku de Tanomuwa,3DS,2015
Monster High: New Ghoul in School,X360,2015
Handball 16,PS3,2015
Bladestorm: Nightmare,PS3,2015
Dream Girl Premier,3DS,2015
Final Fantasy XIV: Heavensward,PC,2015
Final Fantasy XIV: Heavensward,PS3,2015
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015
Kisuato,PSV,2015
Parfait,PSV,2015
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015
Kung Fu Panda: Showdown of Legendary Legends,X360,2015
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015
Steins;Gate 0,PS3,2015
Harukanaru Toki no Naka de 6,PSV,2015
The Great Mystery Hidden Object Package 5,PC,2015
Thomas and Friends: Steaming around Sodor,3DS,2015
Ride,PC,2015
Xblaze: Lost Memories,PS3,2015
The Peanuts Movie: Snoopys Grand Adventure,3DS,2015
The Peanuts Movie: Snoopys Grand Adventure,PS4,2015
Blade Arcus from Shining EX,PS4,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015
BlazBlue: Chrono Phantasma Extend,PSV,2015
Blade Arcus from Shining EX,PS3,2015
Winning Post 8 2015,PSV,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015
Rugby League Live 3,PS4,2015
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015
Winning Post 8 2015,PS3,2015
Ukiyo no Roushi,PSV,2015
Diabolik Lovers: More Blood,PSV,2015
To Love-Ru Trouble: Darkness - True Princess,PSV,2015
Net High,PSV,2015
Rugby World Cup 2015,XOne,2015
Nobunagas Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015
Dynasty Warriors 8: Empires,PSV,2015
Rugby League Team Manager 2015,PC,2015
Spirits and Demons: 5 Game Pack,PC,2015
Devil Survivor: Over Clock,3DS,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015
Angelique Retour,PSV,2015
Back to the Future: The Game,X360,2015
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015
Hakuoki: Shinkai - Furi no Shou,PSV,2015
Niko Puchi Girls Runway,3DS,2015
Otoko Yukaku,PSV,2015
Broken Sword 5: The Serpents Curse,XOne,2015
Downtown Nekketsu Jidaigek,3DS,2015
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015
Lovely x Cation 1 & 2,PSV,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015
Natsuiro High School: Seishun Hakusho,PS4,2015
Prince of Stride,PSV,2015
The Crew: Wild Run,XOne,2015
7 Roses: A Darkness Rises,PC,2015
Natsuiro High School: Seishun Hakusho,PS3,2015
The Crew: Wild Run,PC,2015
Abunai: Koi no Sousa Shitsu,PSV,2015
New Atelier Rorona: Hajimari no Monogatari,3DS,2015
Monster High: New Ghoul in School,Wii,2015
Back to the Future: The Game,XOne,2015
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015
Root Infinity Rexx,PSV,2015
Kaleidoeve,PSV,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015
Paranormal Pursuit: The Gifted One,PC,2015
Rugby League Live 3,PS3,2015
I Doll U,PSV,2015
Sid Meiers Civilization Revolution 2+,PSV,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015
Psychedelica of the Black Butterfly,PSV,2015
Reine des Fleurs,PSV,2015
Harukanaru Toki no Naka de 6,PSP,2015
Professional Farmer 2016,PS4,2015
Sousaku Alice to Oujisama!,3DS,2015
Xblaze: Lost Memories,PSV,2015
The Sims 4: Luxury Party Stuff,PC,2015
Rugby World Cup 2015,PSV,2015
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015
Meiji Toukyou Renka: Twilight Kiss,PSP,2015
SpongeBob: HeroPants,PSV,2015
WRC 5: FIA World Rally Championship,XOne,2015
Higurashi no Naku Koro ni Iki,PS3,2015
War for the Overworld,PC,2015
Fuuraiki 3,PSV,2015
Norn + Nonette: Last Era,PSV,2015
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015
Ravens Cry,PS4,2015
Infinite Stratos 2: Love and Purge,PSV,2015
Hitotsu Tobashi Renai V,PSV,2015
NHL 16,PS3,2015
Hyakka Yakou,PSV,2015
Dragon Quest X: All in One Package,WiiU,2015
Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015
Barbie and Her Sisters Puppy Rescue,WiiU,2015
Homeworld Remastered Collection,PC,2015
Saints Row: Gat out of Hell,XOne,2015
Farming Simulator 15 Expansion Pack,PC,2015
Kurogane Kaikitan,PSV,2015
Chaos;Child,PS4,2015
Durarara!! Relay,PSV,2015
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015
Art Academy: Home Studio,WiiU,2015
Chaos;Child,PS3,2015
Legend of Kay Anniversary,WiiU,2015
Act of Aggression,PC,2015
Fallout Anthology,PC,2015
Ride,X360,2015
Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!,3DS,2015
Rugby World Cup 2015,PC,2015
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015
Rugby League Live 3,XOne,2015
"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015
Irotoridori no Sekai: Worlds End Re-Birth,PSV,2015
Kiniro no Corda 3,3DS,2015
Witch Hunters: Stolen Beauty,PC,2015
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015
Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015
Yunohana Spring!,PSV,2015
The Peanuts Movie: Snoopys Grand Adventure,X360,2015
Hallowed Legends: Templar,PC,2015
Ayakashi Gohan: Oomori!,PSV,2015
The Peanuts Movie: Snoopys Grand Adventure,WiiU,2015
Possession Magenta,PSV,2015
ScreamRide,XOne,2015
Ori and the Blind Forest,PC,2015
MotoGP 15,X360,2015
Handball 16,PC,2015
Satomi Hakkenden: Murasame Marunoki ,PSP,2015
NHL 16,X360,2015
Heroes of the Storm,PC,2015
Zettai Geigeki Wars,PSV,2015
Gal Gun: Double Peace,PS4,2015
Space Hulk,PSV,2015
Barbie and Her Sisters Puppy Rescue,PS3,2015
Just Dance: Disney Party 2,Wii,2015
Gothic Fiction: Dark Saga,PC,2015
KLAP!! Kind Love And Punish,PSV,2015
Genji Koi Emaki,PSV,2015
Teikoku Kaigun Renbojou: Meiji Yokosuka Koushinkyoku,PSV,2015
WRC 5: FIA World Rally Championship,X360,2015
Woodcutter Simulator 2016,PS4,2015
Galactic Civilizations III,PC,2015
Jyuzaengi: Engetsu Sangokuden 1 + 2,PSV,2015
The Smurfs,3DS,2015
Captain Earth: Mind Labyrinth,PSV,2015
Saints Row: Gat out of Hell,PS3,2015
Fushigi no Chronicle: Furikaerimasen Katsu Madewa,PSV,2015
Nanairo Reincarnation,PSV,2015
Moujuutsukai to Oujisama: Flower & Snow,PSV,2015
Mystic Gateways: The Celestial Quest,PC,2015
Superbeat: Xonic,PSV,2015
WRC 5: FIA World Rally Championship,PC,2015
Cities XXL,PC,2015
Mad Max (2015),PC,2015
Handball 16,X360,2015
MX vs. ATV Supercross Encore,PC,2015
Dovetail Games Euro Fishing,PC,2015
Euro Truck Simulator 2: Scandinavia,PC,2015
Deception IV: The Nightmare Princess,PSV,2015
Vamwolf Cross,PSV,2015
Tokyo Onmyouji: Tengen Jibashi - Rei no Baai - V Edition,PSV,2015
Flowers: Natsu-hen,PSV,2015
Infinite Stratos 2: Love and Purge,PS3,2015
Elixir of Imortality,PC,2015
Rear Pheles: Red of Another,PSV,2015
ARK: Survival Evolved,PC,2015
Tom Clancy's Rainbow Six: Siege,PS4,2015
Monster Hunter 4 Ultimate,3DS,2015
Assassin's Creed Syndicate,PS4,2015
Undertale,PC,2015
The Legend of Zelda: Majora's Mask 3D,3DS,2015
Yokai Watch,3DS,2015
Prison Architect,PC,2015
Tom Clancy's Rainbow Six: Siege,XOne,2015
Divinity: Original Sin,PC,2015
Tabletop Simulator,PC,2015
The Elder Scrolls Online: Tamriel Unlimited,PS4,2015
Mad Max (2013),PC,2015
Yoshi's Woolly World,WiiU,2015
ShellShock Live,PC,2015
Assassin's Creed Syndicate,XOne,2015
The Elder Scrolls Online: Tamriel Unlimited,XOne,2015
Dark Souls II,PS3,2015
Pillars of Eternity,PC,2015
Mad Max (2013),PS4,2015
Hotline Miami 2: Wrong Number,PC,2015
Final Fantasy Type-0 HD,PS4,2015
Squad,PC,2015
Zombie Army Trilogy,PC,2015
Final Fantasy X / X-2 HD Remaster,PS4,2015
God of War III Remastered,PS4,2015
Magicka 2,PC,2015
Dragon Ball: Xenoverse,PC,2015
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015
Dark Souls II,X360,2015
LEGO Worlds,PC,2015
Dark Souls II: Scholar of the First Sin,PS4,2015
Resident Evil: Revelations 2,PC,2015
Dead or Alive 5,PS3,2015
Hand of Fate,PC,2015
Pixel Piracy,PC,2015
Tales of Zesteria,PS3,2015
Yakuza 5,PS3,2015
Killzone 2: DLC Bundle Pack,PSN,2015
I Am Bread,PC,2015
Saints Row: Gat out of Hell,PC,2015
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015
Mad Max (2013),XOne,2015
Running with Rifles,PC,2015
Victor Vran ARPG,PC,2015
Story of Seasons,3DS,2015
Saints Row IV: Re-Elected,PS4,2015
Fossil Fighters: Frontier,3DS,2015
Dishonored: Definitive Edition,PS4,2015
Tales of Zestiria,PC,2015
Trine 3: The Artifacts of Power,PC,2015
Grey Goo,PC,2015
Dead or Alive 5 Last Round,PS4,2015
Titan Souls,PC,2015
One Piece: Pirate Warriors 3,PC,2015
Project Versus J,PS3,2015
Grow Home,PC,2015
Data Hacker: Reboot,PC,2015
XCOM 2,PC,2015
DmC Devil May Cry: Definitive Edition,PS4,2015
Her Story,PC,2015
Tom Clancy's Rainbow Six: Siege,PC,2015
The Jackbox Party Pack 2,PC,2015
Saint Seiya: Soldiers' Soul,PS4,2015
Final Fantasy Type-0 HD,XOne,2015
Dark Souls II: Scholar of the First Sin,XOne,2015
Onechanbara Z2: Chaos,PS4,2015
Mega Man Legacy Collection,XOne,2015
Assassin's Creed Syndicate,PC,2015
Greyfox RPG,PC,2015
The Four Kings Casino and Slots,PC,2015
Legend of Mysteria RPG,PC,2015
The Legend of Heroes: Trails of Cold Steel,PSV,2015
Trials Fusion,XOne,2015
Toukiden: The Age of Demons,PSV,2015
Saints Row IV: Re-Elected,XOne,2015
Hatred,PC,2015
Shelter 2,PC,2015
Darksiders II: Deathinitive Edition,PS4,2015
Jet Racing Extreme: The First Encounter,PC,2015
Skylanders: SuperChargers Racing,Wii,2015
Tony Hawk's Pro Skater 5,PS4,2015
Lightning Returns: Final Fantasy XIII,PC,2015
Evoland 2,PC,2015
Corpse Party: Blood Drive,PSV,2015
"Please, Don't Touch Anything",PC,2015
Hatsune Miku: Project Mirai 2,3DS,2015
Lovers in a Dangerous Spacetime,PC,2015
Danganronpa Another Episode: Ultra Despair Girls,PSV,2015
Chroma Squad,PC,2015
The Legend of Heroes: Trails of Cold Steel,PS3,2015
Project Versus J,PSV,2015
State of Decay: Year One Survival Edition,XOne,2015
theHunter: Primal,PC,2015
Dynasty Warriors 8: Empires,PS4,2015
LBX: Little Battlers eXperience,3DS,2015
Oddworld: Abe's Oddysee New N' Tasty!,PC,2015
Godzilla (2015),PS4,2015
Space Pilgrim Episode I: Alpha Centauri,PC,2015
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2015
Skylanders: SuperChargers Racing,3DS,2015
Sid Meier's Starships,PC,2015
Dishonored: Definitive Edition,XOne,2015
The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,3DS,2015
Primal Carnage: Extinction,PC,2015
Dengeki Bunko Fighting Climax,PS3,2015
Fran Bow,PC,2015
Senran Kagura 2: Deep Crimson,3DS,2015
Axiom Verge,PC,2015
NASCAR '15,X360,2015
12 Labours of Hercules,PC,2015
Pro Yakyuu Famista Returns,3DS,2015
Pixel Puzzles 2: Anime,PC,2015
Holy Potatoes! A Weapon Shop?!,PC,2015
Chou Megami Shinkou Noire Gekishin Black Heart,PSV,2015
Oreshika: Tainted Bloodlines,PSV,2015
Dengeki Bunko Fighting Climax,PSV,2015
Reassembly,PC,2015
Not a Hero,PC,2015
DmC Devil May Cry: Definitive Edition,XOne,2015
Summon Night 5,PSP,2015
Tony Hawk's Pro Skater 5,XOne,2015
Run for Money CHO Tousouchuu,3DS,2015
Under Night In-Birth,PS3,2015
Heckabomb,PC,2015
Assassination Classroom: Grand Siege on Korosensei,3DS,2015
Sun Blast: Star Fighter,PC,2015
The Silent Age,PC,2015
Fahrenheit: Indigo Prophecy Remastered,PC,2015
Fairy Fencer F,PC,2015
Cat Goes Fishing,PC,2015
Shantae and the Pirate's Curse,PC,2015
Absolute Drift,PC,2015
Teslagrad,PC,2015
Garden Rescue,PC,2015
Guilty Gear Xrd: Sign,PC,2015
Tropico 5,PC,2015
Mega Man Legacy Collection,PC,2015
The Golf Club,PS4,2015
Hyperdimension Neptunia Re;Birth2: Sisters Generation,PC,2015
Hyperdimension Neptunia U: Action Unleashed,PSV,2015
Dinosaur Hunt,PC,2015
"Warhammer 40,000: Regicide",PC,2015
Runestone Keeper,PC,2015
Cataegis : The White Wind,PC,2015
The Deed,PC,2015
Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,2015
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2015
Battle Ranch: Pigs vs Plants,PC,2015
Snik,PC,2015
Terraria,3DS,2015
Rocket League,PC,2015
Westerado: Double Barreled,PC,2015
Oceanhorn: Monster of Uncharted Seas,PC,2015
Hyperdimension Neptunia Re;Birth 3: V Generation,PC,2015
Three Heroes,PC,2015
Overture,PC,2015
Ben and Ed,PC,2015
Tokyo New World Record: Operation Abyss,PSV,2015
Fatal Frame: Maiden of Black Water,WiiU,2015
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2015
Office Battle,PC,2015
Code: Realize - Guardian of Rebirth,PSV,2015
Defend Your Life,PC,2015
Akiba's Trip: Undead & Undressed,PC,2015
BADLAND: Game of the Year Edition,PC,2015
Shark Attack Deathmatch 2,PC,2015
Garden Rescue: Christmas Edition,PC,2015
INK,PC,2015
Alter World,PC,2015
Rebuild 3: Gangs of Deadsville,PC,2015
Hektor,PC,2015
Legends of Eisenwald,PC,2015
Submerged,PC,2015
12 Labours of Hercules III: Girl Power,PC,2015
Sparkle 3 Genesis,PC,2015
Game Corp DX,PC,2015
UBERMOSH,PC,2015
The King of Fighters 2002: Unlimited Match,PC,2015
Darkness Assault,PC,2015
NHL-Legacy Edition,X360,2015
Putrefaction,PC,2015
Albert and Otto,PC,2015
Final Fantasy VI,PC,2015
Valhalla Hills,PC,2015
Bloop Reloaded,PC,2015
Hyperdimension Neptunia Re;Birth 3: V Generation,PSV,2015
Steins;Gate,PSV,2015
Assassin's Creed: Rogue,PC,2015
Knights of Pen and Paper 2,PC,2015
Devil May Cry 4 Special Edition,PS4,2015
Deathtrap,PC,2015
Blackguards 2,PC,2015
Let's Sing 2016,PS4,2015
Dead or Alive 5 Last Round,XOne,2015
Kuroko's Basketball: Ties to Future,3DS,2015
Lost Dimension,PSV,2015
Earth Defense Force 2: Invaders from Planet Space,PSV,2015
Dynasty Warriors 8: Empires,PS3,2015
Dragon's Dogma Online,PS4,2015
Lost Dimension,PS3,2015
Samurai Warriors Chronicles 3,3DS,2015
Tokyo Twilight Ghost Hunters,PSV,2015
Darksiders II: Deathinitive Edition,XOne,2015
Future Card Buddyfight: Yuujou no Bakunetsu Fight!,3DS,2015
Tony Hawk's Pro Skater 5,X360,2015
Shovel Knight,XOne,2015
NHL-Legacy Edition,PS3,2015
The Golf Club,XOne,2015
Samurai Warriors Chronicles 3,PSV,2015
Dynasty Warriors 8: Empires,XOne,2015
Godzilla (2014),PS3,2015
Criminal Girls: Invite Only,PSV,2015
Tony Hawk's Pro Skater 5,PS3,2015
Zombi,PS4,2015
Tokyo Twilight Ghost Hunters,PS3,2015
Risen 3: Titan Lords Enhanced Edition,PS4,2015
A-Train 3D: City Simulator,3DS,2015
Steins;Gate,PS3,2015
Lord of Magna: Maiden Heaven,3DS,2015
Sword Art Online: Game Director's Edition,PS4,2015
Game of Thrones: A Telltale Games Series,PS4,2015
Utawarerumono: Mask of Deception,PS3,2015
Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,2015
Nobunaga's Ambition: Sphere of Influence,PS4,2015
Saint Seiya: Soldiers' Soul,PS3,2015
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,PSV,2015
XBlaze Lost: Memories,PS3,2015
Yowamushi Pedal Asu e no High Cadence,3DS,2015
Atelier Ayesha Plus: The Alchemist of Dusk,PSV,2015
Medabots 9: Metabee Ver. / Rokusho Ver.,3DS,2015
Mighty No. 9,XOne,2015
Nobunaga's Ambition II,3DS,2015
Devil's Third,WiiU,2015
Dragon's Dogma Online,PS3,2015
Ar Nosurge: Ode to an Unborn Star,PSV,2015
Wondership Q,PSV,2015
Axiom Verge,PS4,2015
Alia's Carnival! Sacrament,PSV,2015
Assassin's Creed Chronicles: China,PS4,2015
Game of Thrones: A Telltale Games Series,PS3,2015
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015
Ebikore Photo Kano Kiss,PSV,2015
DiRT Rally,PC,2015
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015
Nisekoi: Yomeiri!?,PSV,2015
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015
Omega Quintet,PS4,2015
The Guided Fate: Cross Thesis Awakening,PS3,2015
Broken Sword 5: The Serpent's Curse,XOne,2015
Sid Meier's Civilization Revolution 2+,PSV,2015
Psycho-Pass: Mandatory Happiness,XOne,2015
Shin Atelier Rorona: Hajimari no Monogatari,3DS,2015
Kadenz fermata//Akkord:fortissimo,PSV,2015
XBlaze Lost: Memories,PSV,2015
Fast Racing Neo,WiiU,2015
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015
Raven's Cry,PS4,2015
Axiom Verge,PSV,2015
Irotoridori no Sekai: World's End Re-Birth,PSV,2015
htoL #NiQ: Hotaru no Nikki,PSV,2015
Horse Life 4,3DS,2015
The Peanuts Movie: Snoopy's Grand Adventure,WiiU,2015
Satomi Hakkenden: Murasame Marunoki,PSP,2015
